設問ID(半角英数字20文字以内)	チェック設問有無(0:無 1:有)	チェック設問の解答(F04用)	チェック設問の解答(F06用)	チェック設問の解答(F08用)	チェック設問の解答(F10用)	チェック設問の解答(F12用)	F01:ラベル	F02:ラベル	F03:ラベル	F04:ラジオボタン	F05:ラベル	F06:ラジオボタン	F07:ラベル	F08:ラジオボタン	F09:ラベル	F10:ラジオボタン	F11:ラベル	F12:ラジオボタン	F13:ラベル
1	0							あなたの年齢と性別を教えてください。	性別	男性@女性@その他@回答したくない	年齢	10代以下@20代@30代@40代@50代@60代@70代以上	質問はありません。「はい」を選択してください。	はい	質問はありません。「はい」を選択してください。	はい	質問はありません。「はい」を選択してください。	はい	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/14u.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/4huun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/21dhuun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/16uunun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/9dunun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/22unun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/20d.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/5uhuun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/6dsoodane.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/19usoodane.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/24d.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/12soodane.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/15hee.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/8uhee.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/23u.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/11dhee.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/17dsoosoo.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/7u.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/18usoosoo.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/1uaa.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/3aa.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/2d.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/10soosoo.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/13daa.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							あなたの年齢と性別を教えてください。	性別	男性@女性@その他@回答したくない	年齢	10代以下@20代@30代@40代@50代@60代@70代以上	質問はありません。「はい」を選択してください。	はい	質問はありません。「はい」を選択してください。	はい	質問はありません。「はい」を選択してください。	はい	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/8uunun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/14uaa.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/23unun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/24aa.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/11daa.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/5dunun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/22u.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/1d.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/17u.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/19uhuun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/3dhuun.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
1	0							以下のURLの動画を見て各質問に回答してください。##https://taiga-mori.github.io/questionaire/4dsoodane.html	動画が視聴できた	視聴できた@視聴できなかった	ロボットはこの情報をあらかじめ知っていた	知っていた@知らなかった	ロボットの反応は自然だった	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に興味を持っている	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	ロボットはこの情報に同意している	1. 全くそう思わない@2. あまりそう思わない@3. ややそう思わない@4. どちらとも言えない@5. ややそう思う@6. かなりそう思う@7. 完全にそう思う	
